trading_date,open,last,high,low,prev_close,volume,total_turnover,limit_up,limit_down,a1,a2,a3,a4,a5,b1,b2,b3,b4,b5,a1_v,a2_v,a3_v,a4_v,a5_v,b1_v,b2_v,b3_v,b4_v,b5_v,change_rate,num_trades
2022/11/2,13.65,13.67,13.68,13.6,13.86,3630852,49493432,15.25,12.47,13.68,13.69,13.7,13.71,13.72,13.67,13.66,13.65,13.64,13.63,7100,52200,93000,64700,33700,67800,60700,79400,87548,89600,-0.013708514,3430
2022/11/2,13.65,13.68,13.68,13.6,13.86,3638052,49591899,15.25,12.47,13.68,13.69,13.7,13.71,13.72,13.67,13.66,13.65,13.64,13.63,7100,52400,93000,64700,33700,72700,126100,82000,85548,89600,-0.012987013,3439
2022/11/2,13.65,13.69,13.69,13.6,13.86,3660652,49900988,15.25,12.47,13.69,13.7,13.71,13.72,13.73,13.67,13.66,13.65,13.64,13.63,51500,93500,64700,33700,19300,69600,131900,80300,83148,86300,-0.012265512,3475
2022/11/2,13.65,13.69,13.69,13.6,13.86,3703952,50493471,15.25,12.47,13.69,13.7,13.71,13.72,13.73,13.68,13.67,13.66,13.65,13.64,37700,93500,69700,33700,19300,7100,72700,127900,81800,83248,-0.012265512,3518
2022/11/2,13.65,13.69,13.69,13.6,13.86,3754152,51180651,15.25,12.47,13.7,13.71,13.72,13.73,13.74,13.69,13.68,13.67,13.66,13.65,95400,69700,33700,19300,23400,45200,77200,82800,128800,87600,-0.012265512,3555
2022/11/2,13.65,13.7,13.7,13.6,13.86,3794552,51733866,15.25,12.47,13.7,13.71,13.72,13.73,13.74,13.69,13.68,13.67,13.66,13.65,81200,70900,17100,19300,23400,253100,92600,90600,128300,90700,-0.011544012,3576
2022/11/2,13.65,13.69,13.7,13.6,13.86,3814952,52013207,15.25,12.47,13.7,13.71,13.72,13.73,13.74,13.69,13.68,13.67,13.66,13.65,76200,70900,17100,19300,20000,297500,92600,86500,72900,74800,-0.012265512,3592
2022/11/2,13.65,13.7,13.7,13.6,13.86,3842352,52388550,15.25,12.47,13.7,13.71,13.72,13.73,13.74,13.69,13.68,13.67,13.66,13.65,55100,70900,16500,19300,20000,306300,87800,87600,65300,74600,-0.011544012,3622
2022/11/2,13.65,13.7,13.7,13.6,13.86,3922752,53489732,15.25,12.47,13.7,13.71,13.72,13.73,13.74,13.69,13.68,13.67,13.66,13.65,122700,70900,16500,19300,20000,326700,79600,79600,63100,74600,-0.011544012,3665
2022/11/2,13.65,13.7,13.71,13.6,13.86,4101952,55944712,15.25,12.47,13.71,13.72,13.73,13.74,13.75,13.7,13.69,13.68,13.67,13.66,73300,16500,19300,20000,16300,6600,344100,78400,79800,62700,-0.011544012,3731
2022/11/2,13.65,13.7,13.71,13.6,13.86,4139552,56459751,15.25,12.47,13.71,13.72,13.73,13.74,13.75,13.7,13.69,13.68,13.67,13.66,73600,16500,19300,20000,16300,4700,332800,82200,68300,62500,-0.011544012,3770
2022/11/2,13.65,13.7,13.71,13.6,13.86,4166552,56829721,15.25,12.47,13.71,13.72,13.73,13.74,13.75,13.7,13.69,13.68,13.67,13.66,67300,16500,19300,20000,16600,25100,332200,79000,68300,52700,-0.011544012,3797
2022/11/2,13.65,13.71,13.71,13.6,13.86,4249752,57969399,15.25,12.47,13.71,13.72,13.73,13.74,13.75,13.7,13.69,13.68,13.67,13.66,61700,18000,19300,20000,17100,16700,305000,70700,57800,52700,-0.010822511,3863
2022/11/2,13.65,13.71,13.71,13.6,13.86,4299252,58647895,15.25,12.47,13.71,13.72,13.73,13.74,13.75,13.7,13.69,13.68,13.67,13.66,27400,6400,20200,20000,17100,36500,307200,70200,57800,52200,-0.010822511,3909
2022/11/2,13.65,13.7,13.71,13.6,13.86,4340052,59207138,15.25,12.47,13.71,13.72,13.73,13.74,13.75,13.7,13.69,13.68,13.67,13.66,100,6800,20200,20000,22100,55000,307100,67100,57800,49300,-0.011544012,3961
2022/11/2,13.65,13.71,13.71,13.6,13.86,4439352,60567956,15.25,12.47,13.71,13.72,13.73,13.74,13.75,13.7,13.69,13.68,13.67,13.66,1900,13000,20200,20000,20400,11000,296500,67100,57800,48300,-0.010822511,4033
2022/11/2,13.65,13.71,13.72,13.6,13.86,4484352,61184857,15.25,12.47,13.72,13.73,13.74,13.75,13.76,13.7,13.69,13.68,13.67,13.66,19400,17900,20000,20400,27400,42100,270000,29500,58500,48300,-0.010822511,4067
