trading_date,open,last,high,low,prev_close,volume,total_turnover,limit_up,limit_down,a1,a2,a3,a4,a5,b1,b2,b3,b4,b5,a1_v,a2_v,a3_v,a4_v,a5_v,b1_v,b2_v,b3_v,b4_v,b5_v,change_rate,num_trades
2022-03-21,0.0,14.7,0.0,0.0,14.7,0.0,0.0,16.17,13.23,14.6,0.0,0.0,0.0,0.0,14.6,0.0,0.0,0.0,0.0,1006451.0,0.0,0.0,0.0,0.0,1006451.0,148549.0,0.0,0.0,0.0,0.0,0.0
2022-03-21,0.0,14.7,0.0,0.0,14.7,0.0,0.0,16.17,13.23,14.6,0.0,0.0,0.0,0.0,14.6,0.0,0.0,0.0,0.0,1194200.0,46351.0,0.0,0.0,0.0,1194200.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-21,0.0,14.7,0.0,0.0,14.7,0.0,0.0,16.17,13.23,14.59,0.0,0.0,0.0,0.0,14.59,0.0,0.0,0.0,0.0,1234451.0,0.0,0.0,0.0,0.0,1234451.0,3449.0,0.0,0.0,0.0,0.0,0.0
2022-03-21,0.0,14.7,0.0,0.0,14.7,0.0,0.0,16.17,13.23,14.56,0.0,0.0,0.0,0.0,14.56,0.0,0.0,0.0,0.0,1400951.0,0.0,0.0,0.0,0.0,1400951.0,5149.0,0.0,0.0,0.0,0.0,0.0
2022-03-21,0.0,14.7,0.0,0.0,14.7,0.0,0.0,16.17,13.23,14.55,0.0,0.0,0.0,0.0,14.55,0.0,0.0,0.0,0.0,1467851.0,0.0,0.0,0.0,0.0,1467851.0,41049.0,0.0,0.0,0.0,0.0,0.0
2022-03-21,0.0,14.7,0.0,0.0,14.7,0.0,0.0,16.17,13.23,14.51,0.0,0.0,0.0,0.0,14.51,0.0,0.0,0.0,0.0,1671751.0,0.0,0.0,0.0,0.0,1671751.0,93149.0,0.0,0.0,0.0,0.0,0.0
2022-03-21,0.0,14.7,0.0,0.0,14.7,0.0,0.0,16.17,13.23,14.5,0.0,0.0,0.0,0.0,14.5,0.0,0.0,0.0,0.0,2056900.0,58151.0,0.0,0.0,0.0,2056900.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-21,0.0,14.7,0.0,0.0,14.7,0.0,0.0,16.17,13.23,14.48,0.0,0.0,0.0,0.0,14.48,0.0,0.0,0.0,0.0,2167051.0,0.0,0.0,0.0,0.0,2167051.0,136449.0,0.0,0.0,0.0,0.0,0.0
2022-03-21,0.0,14.7,0.0,0.0,14.7,0.0,0.0,16.17,13.23,14.5,0.0,0.0,0.0,0.0,14.5,0.0,0.0,0.0,0.0,2439300.0,16651.0,0.0,0.0,0.0,2439300.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-21,14.5,14.5,14.5,14.5,14.7,2673100.0,38759950.0,16.17,13.23,14.5,14.51,14.52,14.53,14.54,14.49,14.48,14.47,14.46,14.45,10951.0,101200.0,800.0,1000.0,8000.0,6700.0,221400.0,7500.0,27300.0,53800.0,-0.013605442176870652,1034.0
2022-03-21,14.5,14.5,14.51,14.48,14.7,2835151.0,41108740.0,16.17,13.23,14.51,14.52,14.53,14.54,14.55,14.5,14.49,14.48,14.47,14.46,58100.0,3100.0,1000.0,8000.0,113600.0,7300.0,9700.0,172549.0,8800.0,34700.0,-0.013605442176870652,1145.0
2022-03-21,14.5,14.51,14.55,14.48,14.7,3604751.0,52276128.0,16.17,13.23,14.54,14.55,14.56,14.57,14.58,14.51,14.5,14.49,14.48,14.47,1500.0,99000.0,15300.0,4800.0,36800.0,1500.0,275400.0,464100.0,120700.0,54900.0,-0.01292517006802718,1502.0
2022-03-21,14.5,14.5,14.55,14.48,14.7,4036351.0,58539972.0,16.17,13.23,14.52,14.54,14.55,14.56,14.57,14.51,14.5,14.49,14.48,14.47,65000.0,24700.0,83700.0,14800.0,4800.0,1400.0,218100.0,549400.0,145600.0,91900.0,-0.013605442176870652,1752.0
2022-03-21,14.5,14.51,14.55,14.48,14.7,4159351.0,60324182.0,16.17,13.23,14.51,14.52,14.54,14.55,14.56,14.5,14.49,14.48,14.47,14.46,25400.0,59800.0,34600.0,89700.0,15300.0,187600.0,566500.0,164800.0,92900.0,91000.0,-0.01292517006802718,1834.0
2022-03-21,14.5,14.52,14.55,14.48,14.7,4319551.0,62647587.0,16.17,13.23,14.52,14.54,14.55,14.56,14.57,14.51,14.5,14.49,14.48,14.47,39900.0,4300.0,89500.0,15200.0,9800.0,34800.0,125300.0,573900.0,169300.0,92900.0,-0.01224489795918371,1998.0
2022-03-21,14.5,14.5,14.55,14.48,14.7,4409651.0,63954479.0,16.17,13.23,14.51,14.52,14.54,14.55,14.56,14.5,14.49,14.48,14.47,14.46,102800.0,29900.0,4300.0,89500.0,15200.0,86700.0,577500.0,169500.0,92500.0,98600.0,-0.013605442176870652,2048.0
2022-03-21,14.5,14.49,14.55,14.48,14.7,4644651.0,67361520.0,16.17,13.23,14.5,14.51,14.52,14.54,14.55,14.49,14.48,14.47,14.46,14.45,4500.0,44600.0,7400.0,4300.0,89500.0,525100.0,169500.0,92500.0,100300.0,250400.0,-0.014285714285714235,2235.0
2022-03-21,14.5,14.47,14.55,14.45,14.7,5655951.0,82004730.0,16.17,13.23,14.47,14.48,14.49,14.5,14.51,14.45,14.44,14.43,14.42,14.41,400.0,79000.0,346900.0,81600.0,55900.0,170100.0,22000.0,37500.0,59000.0,227900.0,-0.01564625850340129,2808.0
2022-03-21,14.5,14.45,14.55,14.45,14.7,5726651.0,83027430.0,16.17,13.23,14.47,14.48,14.49,14.5,14.51,14.45,14.44,14.43,14.42,14.41,57200.0,58200.0,290700.0,85900.0,47800.0,145100.0,22000.0,37500.0,59000.0,228500.0,-0.017006802721088454,2891.0
2022-03-21,14.5,14.45,14.55,14.44,14.7,5945651.0,86192007.0,16.17,13.23,14.45,14.46,14.47,14.48,14.49,14.44,14.43,14.42,14.41,14.4,15400.0,74400.0,5200.0,58200.0,192400.0,2900.0,37500.0,59000.0,228500.0,343200.0,-0.017006802721088454,3097.0
2022-03-21,14.5,14.44,14.55,14.43,14.7,6002551.0,87013667.0,16.17,13.23,14.44,14.45,14.46,14.47,14.48,14.43,14.42,14.41,14.4,14.39,14000.0,251200.0,149200.0,4400.0,56700.0,26000.0,60000.0,228800.0,344500.0,48700.0,-0.017687074829931926,3155.0
2022-03-21,14.5,14.44,14.55,14.42,14.7,6061851.0,87869358.0,16.17,13.23,14.44,14.45,14.46,14.47,14.48,14.43,14.42,14.41,14.4,14.39,34400.0,256056.0,142800.0,4300.0,56700.0,6800.0,50100.0,229700.0,344600.0,49700.0,-0.017687074829931926,3270.0
2022-03-21,14.5,14.43,14.55,14.42,14.7,6099451.0,88411908.0,16.17,13.23,14.43,14.44,14.45,14.46,14.47,14.42,14.41,14.4,14.39,14.38,86400.0,43600.0,254756.0,136400.0,3200.0,52000.0,242600.0,345300.0,51700.0,123400.0,-0.01836734693877551,3291.0
2022-03-21,14.5,14.42,14.55,14.42,14.7,6244051.0,90497765.0,16.17,13.23,14.42,14.43,14.44,14.45,14.46,14.41,14.4,14.39,14.38,14.37,37100.0,65100.0,78100.0,256056.0,136400.0,250100.0,345600.0,51700.0,120400.0,26400.0,-0.01904761904761898,3423.0
2022-03-21,14.5,14.41,14.55,14.41,14.7,6471451.0,93774984.0,16.17,13.23,14.42,14.43,14.44,14.45,14.46,14.41,14.4,14.39,14.38,14.37,16400.0,62100.0,79700.0,235300.0,136400.0,60400.0,360000.0,51700.0,122400.0,27600.0,-0.019727891156462563,3575.0
2022-03-21,14.5,14.42,14.55,14.41,14.7,6595451.0,95562570.0,16.17,13.23,14.42,14.43,14.44,14.45,14.46,14.41,14.4,14.39,14.38,14.37,700.0,49900.0,75700.0,20500.0,67300.0,9700.0,357100.0,51700.0,128700.0,31000.0,-0.01904761904761898,3669.0
2022-03-21,14.5,14.41,14.55,14.4,14.7,6694353.0,96987905.0,16.17,13.23,14.43,14.44,14.45,14.46,14.47,14.42,14.41,14.4,14.39,14.38,44100.0,75000.0,19500.0,62900.0,700.0,1000.0,6798.0,348900.0,53700.0,132600.0,-0.019727891156462563,3762.0
2022-03-21,14.5,14.41,14.55,14.4,14.7,6796953.0,98466455.0,16.17,13.23,14.41,14.43,14.44,14.45,14.46,14.4,14.39,14.38,14.37,14.36,15356.0,27700.0,74700.0,13800.0,63100.0,344098.0,44400.0,132500.0,32500.0,213100.0,-0.019727891156462563,3842.0
2022-03-21,14.5,14.42,14.55,14.4,14.7,6994709.0,101315339.0,16.17,13.23,14.42,14.43,14.44,14.45,14.46,14.41,14.4,14.39,14.38,14.37,30600.0,23000.0,69000.0,13800.0,63100.0,14900.0,247942.0,46200.0,141200.0,32500.0,-0.01904761904761898,3991.0
2022-03-21,14.5,14.41,14.55,14.4,14.7,7045409.0,102046203.0,16.17,13.23,14.42,14.43,14.44,14.45,14.46,14.41,14.4,14.39,14.38,14.37,28900.0,23000.0,70200.0,10600.0,63100.0,51300.0,262242.0,46200.0,141200.0,34000.0,-0.019727891156462563,4043.0
2022-03-21,14.5,14.42,14.55,14.4,14.7,7075809.0,102484482.0,16.17,13.23,14.42,14.43,14.44,14.45,14.46,14.41,14.4,14.39,14.38,14.37,7400.0,20700.0,37800.0,9600.0,62900.0,170200.0,271542.0,66100.0,156600.0,36900.0,-0.01904761904761898,4082.0
2022-03-21,14.5,14.4,14.55,14.4,14.7,7396009.0,107098895.0,16.17,13.23,14.41,14.42,14.43,14.44,14.45,14.4,14.39,14.38,14.37,14.36,49200.0,1000.0,17600.0,35000.0,9600.0,337742.0,76300.0,156300.0,36900.0,225700.0,-0.020408163265306034,4255.0
2022-03-21,14.5,14.42,14.55,14.4,14.7,7726009.0,111852796.0,16.17,13.23,14.43,14.44,14.45,14.46,14.47,14.42,14.41,14.4,14.39,14.38,15400.0,34700.0,8100.0,62900.0,800.0,2200.0,5600.0,152742.0,77300.0,161400.0,-0.01904761904761898,4503.0
2022-03-21,14.5,14.42,14.55,14.39,14.7,7964809.0,115292519.0,16.17,13.23,14.43,14.44,14.45,14.46,14.47,14.42,14.41,14.4,14.39,14.38,15400.0,34700.0,10100.0,62900.0,800.0,26200.0,15000.0,9000.0,69942.0,157600.0,-0.01904761904761898,4668.0
2022-03-21,14.5,14.42,14.55,14.39,14.7,8187009.0,118495699.0,16.17,13.23,14.43,14.44,14.45,14.46,14.47,14.41,14.4,14.39,14.38,14.37,25300.0,34000.0,14800.0,62900.0,800.0,1000.0,24700.0,71942.0,165800.0,72000.0,-0.01904761904761898,4764.0
2022-03-21,14.5,14.43,14.55,14.39,14.7,8226109.0,119059635.0,16.17,13.23,14.43,14.44,14.45,14.47,14.48,14.42,14.41,14.4,14.39,14.38,58200.0,34000.0,14800.0,700.0,56200.0,14300.0,6800.0,45900.0,73642.0,187500.0,-0.01836734693877551,4813.0
2022-03-21,14.5,14.43,14.55,14.39,14.7,8298209.0,120099940.0,16.17,13.23,14.44,14.45,14.47,14.48,14.49,14.43,14.42,14.41,14.4,14.39,34000.0,14800.0,700.0,56200.0,29600.0,5700.0,57300.0,29100.0,62800.0,86842.0,-0.01836734693877551,4851.0
2022-03-21,14.5,14.44,14.55,14.39,14.7,8320309.0,120418785.0,16.17,13.23,14.44,14.45,14.47,14.49,14.5,14.43,14.42,14.41,14.4,14.39,33600.0,14800.0,5700.0,29600.0,8500.0,8300.0,57500.0,47500.0,232800.0,90342.0,-0.017687074829931926,4888.0
2022-03-21,14.5,14.43,14.55,14.39,14.7,8383409.0,121329774.0,16.17,13.23,14.45,14.47,14.49,14.5,14.51,14.44,14.43,14.42,14.41,14.4,10700.0,5700.0,29600.0,6800.0,19700.0,1000.0,13500.0,66700.0,57400.0,245200.0,-0.01836734693877551,4946.0
